track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_id,tempo_normalized,loudness_normalized,mood_score,transition_score,calm,happy,energetic,sad,dark,romantic,focus,hype
1Z7RbQMxRj09EfChIeRdJn,Granular,Brown Noise For Sleep,Brown Noise For Sleep 10,42,71250,0,0.193,0.521,4,-33.139,0,0.0865,0.508,0.209,0.112,0.0153,71.356,4,sleep,101,0.1930647552211359,0.2631300979989436,0.26815,0.2163982844066931,0.9,0.0,0.1,0.3,0.2,0.0,0.8,0.0
09FYielISRGvCiJVplF81B,Anuel AA;KAROL G,Fiesta portatil,Secreto,1,258799,0,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,reggaeton,89,0.2898223031167319,0.830056921542163,0.7545,0.6422930748862984,0.1,0.7,0.8,0.1,0.2,0.6,0.2,0.8
6tEM4tpNAowmrZ2FRXKRql,alva noto,"Xerrox, Vol. 4",Xerrox Sans Retour,11,266200,0,0.186,0.253,2,-18.789,1,0.0374,0.159,0.866,0.0981,0.0274,90.204,3,idm,54,0.2814816204754845,0.5438256753320423,0.1402,0.3371024319358423,0.7,0.0,0.1,0.3,0.6,0.0,0.8,0.0
60zBDlp3ADs6vwefIarkO0,Scan 7,Believe EP,Chuuch,12,381500,0,0.781,0.881,5,-7.594,0,0.0706,0.0172,0.301,0.0333,0.696,125.998,4,detroit-techno,24,0.4493929784399452,0.7628073469866791,0.7885,0.6644001084755414,0.1,0.6,0.9,0.2,0.3,0.1,0.7,0.8
5QPUiYsrILht7dBsJ6P552,Netsky,Sick Music 2,Memory Lane,41,335506,0,0.535,0.88,1,-4.896,0,0.0429,0.000705,0.434,0.117,0.227,175.001,4,drum-and-bass,27,0.679268384215563,0.8155820276587836,0.5535,0.6766168039581156,0.1,0.2,0.9,0.3,0.4,0.0,0.3,0.8
2chvqs8Alabnsxn56F52Lv,La Sonora Dinamita;Playa Limbo,Lo Más Escuchado De,Que Nadie Sepa Mi Sufrir,29,245960,0,0.779,0.756,4,-5.123,0,0.0416,0.323,1.15e-05,0.0489,0.696,105.047,4,salsa,95,0.3511108400728049,0.81114175615672,0.726,0.647084198743175,0.2,0.7,0.8,0.1,0.1,0.4,0.2,0.7
2kF9Ijd7I2Kk2P4bYqUmzG,Kenny Burrell,Midnight Blue (The Rudy Van Gelder Edition),Midnight Blue - Remastered,55,242346,0,0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,4,guitar,45,0.5564614489707841,0.642724409756861,0.458,0.6170619529092151,0.3,0.4,0.6,0.5,0.4,0.5,0.7,0.3
3hkKjn76alBHAkN3rKESOk,Charlo,Presentando a Charlo,Ave de Paso,23,191320,0,0.545,0.265,2,-7.7,1,0.0412,0.978,4.05e-06,0.269,0.406,112.737,4,tango,108,0.3871849961533409,0.760733916241222,0.3355,0.5643063041315209,0.4,0.3,0.3,0.1,0.0,0.6,0.2,0.1
3kNWyHdLVW1x6pn9EnSQ1H,Tom Zanetti,Didn't Know,Didn't Know,61,168896,0,0.896,0.459,1,-8.937,1,0.0515,0.0737,8.41e-05,0.0981,0.484,125.939,4,groove,43,0.4491162066312648,0.7365373706550867,0.4715,0.6938845257621171,0.1,0.6,0.7,0.0,0.1,0.2,0.2,0.8
5x292YI0zNCIxi6OWJVpSq,Charli XCX;Kim Petras;Jay Park,The State of Pop,Unlock It,2,232933,1,0.488,0.71,9,-5.864,1,0.0455,0.0585,1.81e-05,0.382,0.5,134.781,4,electro,31,0.490594449552474,0.7966473016059308,0.605,0.5917472503861348,0.1,0.7,0.8,0.1,0.2,0.2,0.2,0.9
1DZdEQAf8dht2RfDk1TDGW,Eisregen,Krebskollektion,Mein Eichensarg,22,304613,0,0.224,0.918,4,-6.678,0,0.131,9.23e-05,0.0,0.0837,0.108,90.086,4,goth,41,0.2809280768581239,0.7807249183342135,0.513,0.4285509983974458,0.1,0.0,0.8,0.7,0.9,0.0,0.3,0.2
2mkyXUPD2ndw3hf8Gk6gFP,Huichol Musical,Mañana Que Ya No Estés,Mañana Que Ya No Estés,45,201770,0,0.736,0.495,9,-5.128,1,0.0425,0.156,0.0,0.125,0.846,168.023,3,latino,68,0.6465342540296098,0.8110439528196701,0.6705,0.7311927356164266,0.1,0.8,0.7,0.0,0.0,0.2,0.1,0.7
1E9fsLtWbgfoRhpDWV4HOs,Shade k,Do It (Dub Edit),Do It - Dub Edit,15,223754,0,0.637,0.911,5,-5.318,0,0.0395,0.000327,0.231,0.0837,0.545,127.998,4,breakbeat,10,0.4587750736494473,0.8073274260117755,0.728,0.6343674998870743,0.1,0.4,0.8,0.2,0.3,0.1,0.5,0.7
0SnvI0twJ1Mnh0rJlBRrf0,Motionless In White,Graveyard Shift,Voices,66,224000,0,0.499,0.937,6,-2.492,1,0.0605,4.54e-05,6.11e-06,0.477,0.569,90.029,4,metalcore,72,0.2806606871446531,0.8626058721123565,0.753,0.5474221864190032,0.1,0.2,0.9,0.1,0.8,0.0,0.3,0.7
0yablLaXihbKekjiPiBCNm,Nat King Cole,12 Days of Christmas 2022,The Christmas Song (Merry Christmas To You),0,192373,0,0.525,0.0623,1,-16.836,1,0.05,0.994,0.157,0.106,0.17,91.205,3,jazz,64,0.2861773591278403,0.5820276587837176,0.11615,0.464401672637186,0.8,0.7,0.1,0.1,0.0,0.6,0.5,0.0
0fUydAlb5pjN6RLenfYuIi,Kiawasch Sahebnassagh;Andreas Lindenbaum,Zarman,Menidan:For Violoncello,0,537186,0,0.426,0.0553,1,-29.62,1,0.0966,0.125,0.5,0.139,0.128,129.471,5,iranian,59,0.4656849867712457,0.3319640866146353,0.09165,0.4078830244619603,0.2,0.1,0.3,0.1,0.1,0.0,0.6,0.1
1ZHCb2rhR6O8VQPgQYuIBw,NG Rezonance,"Syncopy Radio Edits, Vol. 2",Parallax - 155 Radio Edit,29,162967,0,0.367,0.989,10,-4.865,0,0.0945,0.000634,0.953,0.1,0.0579,155.041,4,trance,110,0.5856350740247311,0.8161884083484927,0.52345,0.5896078274577413,0.05,0.1,0.95,0.4,0.7,0.0,0.8,0.9
1FLNJ8LlF6I94CmTeQv1wu,Momoiro Clover Z,月色Chainon (ももいろクローバーZ盤),月虹 -ZZ ver.-,19,262493,0,0.539,0.558,4,-4.299,1,0.0291,0.61,1.38e-06,0.141,0.156,117.989,4,j-idol,61,0.4118223781734936,0.8272597461025369,0.357,0.5926940414253435,0.1,0.4,0.6,0.1,0.0,0.1,0.2,0.5
4ax8mK6fKao4AvbsHsGuzY,Perikles,Ge mig ditt namn ge mig ditt nummer,Ge mig ditt namn ge mig ditt nummer,40,185920,0,0.591,0.82,7,-5.843,1,0.036,0.212,0.0,0.0885,0.809,126.029,4,ska,100,0.4495384009156924,0.7970580756215402,0.8145,0.6125321588457442,0.1,0.8,0.7,0.0,0.0,0.2,0.2,0.6
0Ze3DNoRUnVUDRVz4w3yCt,Ham;Demo;Justin Time;Becks,Here I Am,Here I Am,15,319080,0,0.466,0.913,9,-10.806,1,0.0569,0.0339,0.932,0.139,0.175,171.833,4,happy,46,0.6644071454037115,0.699978483265849,0.544,0.6101285428898535,0.05,0.6,0.9,0.1,0.1,0.05,0.7,0.5
2o00edfZxmZ1v8NzwKB8rA,Pritam;Shilpa Rao;Darshan Raval;Shashwat Singh;Charan,Tadap,Tere Siva Jag Mein,53,206089,0,0.722,0.821,5,-5.325,1,0.0567,0.0528,3.8e-05,0.196,0.752,121.993,4,indian,55,0.430605332782917,0.8071905013399057,0.7865,0.6532652780409409,0.1,0.7,0.8,0.1,0.1,0.6,0.2,0.7
7n8qmzGl6PP0hav6pdCso8,Guaco;Fonseca,Presente Continuo,Así Es Que Comienza,34,220706,0,0.765,0.705,11,-7.636,1,0.0782,0.396,0.0,0.0883,0.963,103.926,4,salsa,95,0.345852175707879,0.7619857989554603,0.834,0.6242793248877798,0.1,0.9,0.8,0.0,0.0,0.4,0.2,0.7
32qynHNv0I3dznHnsNbgcN,B-Tribe,Spiritual Spiritual,The Sun,48,185440,0,0.427,0.219,2,-17.783,0,0.0315,0.841,0.915,0.263,0.038,116.484,4,new-age,75,0.4047623515283432,0.5635037067464741,0.1285,0.4650886860916057,0.8,0.1,0.2,0.6,0.5,0.2,0.7,0.1
3EzZBU7SHFfQZ8DGKX5PUO,Kim Petras,Happy Haunted Halloween Tunes,There Will Be Blood,4,197651,0,0.563,0.879,0,-4.735,0,0.0907,0.00125,1.76e-05,0.166,0.602,107.013,4,dance,20,0.3603334396637457,0.8187312951117892,0.7404999999999999,0.5806882449251782,0.1,0.6,0.8,0.2,0.3,0.2,0.3,0.7
2USfvfEEmJwxKzMilhqh5n,GHASTLY;Madalen Duke,Haunted Haus,Smoke,55,187991,0,0.636,0.44,10,-10.561,0,0.0926,0.416,0.0182,0.199,0.0926,121.936,4,dub,28,0.4303379430694462,0.7047708467812921,0.2663,0.5903695966169128,0.1,0.0,0.6,0.4,0.7,0.0,0.3,0.5
2IsSH5T7u0gzHOpcToeNuO,Alexander O'Neal,Motown: ILYSM,Sunshine,32,359106,0,0.634,0.505,1,-11.644,1,0.0293,0.54,0.00106,0.058,0.472,138.919,4,disco,25,0.510006004540934,0.6835866439762924,0.4885,0.6091975495057421,0.2,0.7,0.8,0.1,0.1,0.4,0.3,0.7
5QqSYrL0dN5fvwQYEfltOa,Lola Indigo;Maria Becerra,El perreo es el futuro,DISCOTEKA,0,174801,0,0.795,0.854,0,-5.462,1,0.0444,0.162,1.21e-06,0.0923,0.549,105.992,4,latin,67,0.3555438800592948,0.8045106899047396,0.7015,0.6516848566546781,0.1,0.7,0.8,0.0,0.1,0.4,0.2,0.8
1F800CgFr4GsCYs3YkTWV1,Nima A.M.,Mirage,Mirage,0,400000,0,0.563,0.73,1,-8.72,0,0.034,0.0102,0.901,0.151,0.301,110.01,4,iranian,59,0.3743925093351847,0.7407820354830507,0.5155,0.5593915149394117,0.2,0.1,0.6,0.4,0.3,0.1,0.7,0.5
54zCdkbIALAnv8Ihi3XWlD,José González,Frühstücksmusik Herbst/Winter 2022/2023,Stay Alive,0,266906,0,0.714,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.984,4,songwriter,102,0.468091494192483,0.6744518122958355,0.31,0.6188477688294395,0.7,0.3,0.6,0.2,0.1,0.2,0.7,0.2
3krCeQB4ZKQ7mbHXiDpy7j,Pepe Aguirre,Solo un recuerdo,Dolor de ausencia,24,117957,0,0.702,0.315,2,-18.87,0,0.222,0.966,0.0,0.605,0.961,100.332,3,tango,108,0.3289925506164036,0.5422412612718346,0.638,0.5244112706294127,0.2,0.6,0.5,0.3,0.1,0.7,0.2,0.4
5Qnrgqy1pAm9GyNQOgyVFz,Sufjan Stevens,Carrie & Lowell,Fourth of July,81,279316,0,0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,4,singer-songwriter,99,0.4235265419473475,0.473387711988733,0.133,0.4439714179786935,0.7,0.1,0.1,0.6,0.3,0.2,0.5,0.0
3hrq275yIqky3spn4l3F8g,Banda Rancho Viejo De Julio Aramburo La Bandononona,Con Qué Derecho,Mi Niña Mimada,42,199288,0,0.734,0.546,8,-5.027,1,0.0302,0.335,0.0,0.178,0.928,135.966,4,r-n-b,87,0.4961533409641041,0.8130195802280773,0.7370000000000001,0.6810576403973938,0.1,0.8,0.7,0.0,0.0,0.2,0.1,0.7
7geBeVl1Le1m948MVVPzcv,Matt Komo;Emily Zeck,Out of Sight,Out of Sight,46,216338,0,0.555,0.784,9,-5.301,1,0.0952,0.0245,0.044,0.23,0.335,141.972,4,dub,28,0.5243277728782392,0.807659957357745,0.5595,0.6289959100786614,0.1,0.4,0.8,0.1,0.2,0.2,0.3,0.7
3IkWmgGsXbsafrunwPojXO,Hugh Jackman;The Greatest Showman Ensemble,The Greatest Showman (Original Motion Picture Soundtrack),From Now On,71,349560,0,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,4,show-tunes,98,0.3650901619349632,0.7082526455802671,0.3007,0.5297809358384101,0.1,0.7,0.6,0.1,0.1,0.2,0.2,0.7
4wFEol3Mkl1Ztg8jefmNIy,The Whitlams,Torch The Moon,Royal In The Afternoon,30,178466,0,0.475,0.913,9,-4.541,0,0.048,0.0402,3.57e-05,0.104,0.849,147.925,4,piano,79,0.5522535792693224,0.8225260645893236,0.881,0.6165932146195486,0.1,0.7,0.8,0.2,0.1,0.4,0.3,0.6
10kHKrWmrGJG1J9xO8HMDi,Don Omar;Zion & Lennox,Del gusto de hermanos,Te Quiero Pa´Mi,2,212026,0,0.765,0.816,1,-3.99,1,0.0595,0.124,8.19e-05,0.197,0.624,89.005,4,latino,68,0.2758570543973879,0.8333039923322183,0.72,0.6247203489098687,0.1,0.7,0.8,0.0,0.1,0.4,0.2,0.7
6fK6zLRJgUBFQGAQlrIbFi,Vadim Kozin,Вадим Козин. 20 золотых песен,Восемнадцать и девятнадцать,0,140000,0,0.666,0.26,0,-12.66,1,0.0607,0.994,0.543,0.15,0.781,121.236,3,romance,93,0.4270542097461204,0.6637130058877608,0.5205,0.5855890718779605,0.3,0.6,0.4,0.1,0.0,0.8,0.5,0.2
4JkmGj1wWn6TjZqXGwRkaZ,Impetigo,Ultimo Mondo Cannibale,Who's Fucking Who,16,88480,0,0.239,0.989,8,-4.735,1,0.2,3.31e-05,0.182,0.076,0.42,164.244,4,grindcore,42,0.6288067851312555,0.8187312951117892,0.7045,0.5621793600810149,0.0,0.0,0.95,0.0,0.7,0.0,0.1,0.85
6FD3RlcSyR2F1ybmJpVvCg,Megadriver,Double K.O.,Shou Ken (Ken Theme)(Street Fighter 2),24,197000,0,0.179,0.948,1,-4.701,1,0.222,0.0036,0.905,0.581,0.302,195.971,4,heavy-metal,50,0.7776396524871935,0.8193963578037282,0.625,0.5920120034303072,0.05,0.2,0.9,0.1,0.7,0.0,0.6,0.85
3Md2rJdmD1OzhT5LhWqBKo,George Jones,All-Time Greats (Original Musicor Records Recordings),Burn Another Honky Tonk Down,10,154840,0,0.489,0.409,9,-15.798,1,0.0316,0.739,0.000636,0.16,0.836,139.454,3,honky-tonk,52,0.5125157150094759,0.6023316315552686,0.6224999999999999,0.5346157821882481,0.1,0.7,0.6,0.2,0.0,0.3,0.1,0.5
22QdpwlY4mNXPhl2j9RfgD,Maneva,Tô De Pé (Acústico),Tô De Pé - Acústico,48,169472,0,0.877,0.628,9,-7.541,0,0.0669,0.504,0.0,0.282,0.793,106.087,4,brazil,9,0.3559895295817462,0.7638440623594076,0.7105,0.6656111973137179,0.3,0.7,0.6,0.2,0.1,0.4,0.3,0.5
4rw9xbxHWWRuihfAvQG3M2,Max Cooper,Unspoken Words,Spectrum,47,285675,0,0.729,0.685,10,-9.788,0,0.0756,0.215,0.903,0.117,0.108,110.997,4,minimal-techno,73,0.379022573321074,0.7198912426892005,0.3965,0.6093046053367582,0.2,0.1,0.7,0.4,0.6,0.0,0.8,0.5
1QoQC9g6R0K1SrPQifxaWB,Hillsong Worship;Brooke Ligertwood,Who You Say I Am,Who You Say I Am,56,198704,0,0.377,0.644,6,-8.139,1,0.0404,0.0041,0.0,0.089,0.299,171.908,3,world-music,113,0.6647589739740678,0.7521467832482444,0.4715,0.5979685857407707,0.1,0.7,0.8,0.1,0.0,0.1,0.3,0.6
0aD8W0ChzDgEKpB1zsJ8zv,Tommy James & The Shondells,Crimson & Clover,Crystal Blue Persuasion,55,242320,0,0.621,0.341,9,-11.447,1,0.049,0.102,7.78e-05,0.0652,0.578,98.554,4,garage,38,0.3206518679751561,0.687440095456057,0.4595,0.5430306544770711,0.2,0.7,0.4,0.1,0.0,0.3,0.2,0.3
4mQpBIJKBpd8lcrtZ73SP8,Nucleya;Benny Dayal;Badshah,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Let's Nacho,54,215075,0,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,4,indie,56,0.4683682660011633,0.8380181131780216,0.9135,0.6827954597263949,0.1,0.8,0.9,0.0,0.1,0.2,0.3,0.9
1z1XegUChLLQfcbtIK8ABn,Gryffin;Maia Wright,Body Back (feat. Maia Wright),Body Back (feat. Maia Wright),64,214634,0,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,4,edm,30,0.4354793312442533,0.8245603739999608,0.6579999999999999,0.6486799017480714,0.1,0.7,0.8,0.1,0.1,0.3,0.2,0.7
6dsoPBbMuUodSUvhRW7Vr4,Cristoph;FEMME,Alone (feat. FEMME),Alone (feat. FEMME),58,225234,0,0.675,0.674,10,-11.037,0,0.0413,0.0058,0.901,0.11,0.317,123.992,4,progressive-house,83,0.4399827369448145,0.6954599690941454,0.4955,0.6034809020129867,0.2,0.3,0.7,0.4,0.5,0.2,0.8,0.6
5dHfNQUBWMbjn8NeRNUPgW,INTRN,Seams,Seams,49,145312,0,0.795,0.294,10,-12.49,1,0.219,0.71,0.0,0.145,0.468,127.93,4,chill,15,0.4584560824123243,0.667038319347456,0.381,0.6401648005865935,0.6,0.4,0.3,0.1,0.1,0.3,0.7,0.2
1P5YSdlW0yDkMTxiLGDldP,Chuck Berry,Christmas Faves 2022,Run Rudolph Run,0,162897,0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,r-n-b,87,0.5710177696883267,0.8005985564227451,0.9125,0.6728721087036907,0.1,0.9,0.9,0.0,0.0,0.1,0.2,0.8
0RzEfVy07ukh7GxnwVjPmr,Tiësto;Charli XCX,For the Girls: Summer Hits,Hot in It,1,129817,0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,53,0.4355403148631152,0.8119828648553489,0.7789999999999999,0.665174393239488,0.1,0.8,0.9,0.0,0.1,0.2,0.2,0.8
3uYMNYNO2Us6QID3MJULtY,Rod Stewart;CeeLo Green;Trombone Shorty,pov: you are walking in a winter wonderland,"Merry Christmas, Baby",0,231226,0,0.463,0.677,10,-5.528,1,0.0417,0.257,0.0,0.089,0.782,202.05,4,rock,90,0.8061565308764753,0.8032196858556814,0.7295,0.6907920722440523,0.1,0.8,0.7,0.0,0.0,0.3,0.1,0.6
0vAXgfcS2hMaml2hAS1lgm,Julian Calor;Ava Silver,No Fear Anymore,No Fear Anymore,52,202285,0,0.613,0.875,7,-4.71,0,0.0671,0.0329,0.00103,0.12,0.106,139.935,4,progressive-house,83,0.5147721089073611,0.8192203117970385,0.4905,0.6489974735681332,0.1,0.2,0.9,0.3,0.7,0.1,0.4,0.8
60OKW0mZiPFHVpHl3eHueg,10 Years,Feeding The Wolves (Deluxe Version),Fix Me,60,215840,0,0.448,0.84,1,-3.939,0,0.0362,0.0012,0.0,0.0891,0.234,157.975,4,grunge,44,0.5993986076970708,0.8343015863701269,0.537,0.6272333980223992,0.1,0.05,0.8,0.6,0.7,0.0,0.2,0.6
3adsuorA2ZK5DiKWy7CpxR,Wildstylez;Coone;Cimo Fränkel,This Is Home,This Is Home,19,275678,0,0.558,0.936,5,-4.025,1,0.05,0.00224,0.000136,0.0729,0.396,147.993,4,hardstyle,49,0.5525725705064454,0.8326193689728694,0.666,0.647730646493105,0.05,0.6,0.95,0.1,0.3,0.0,0.2,0.9
3cqRQt4WL5TWCnF4NKFkH4,Tijuana Panthers,Wayne Interest,Four Horsemen,29,106837,0,0.36,0.96,4,-3.517,0,0.0906,1.76e-05,0.856,0.0759,0.594,86.164,4,garage,38,0.2625297881522901,0.842556188017135,0.7769999999999999,0.488361992056475,0.1,0.3,0.8,0.4,0.6,0.1,0.2,0.7
5NySMSTJX1nwz4X6ydG5J9,Plan 4,Lleva Tu Mente al Limite,Soy el Fin,28,255986,0,0.545,0.993,6,-3.477,1,0.105,5.41e-05,0.00128,0.131,0.336,110.0,4,heavy-metal,50,0.3743455988591371,0.843338614713534,0.6645,0.5875614045242238,0.0,0.0,0.95,0.1,0.7,0.0,0.2,0.8
6b6iNiE1qiH1iZ6mYEOU5I,Flatt & Scruggs,Town and Country,Nashville Blues,23,116386,0,0.488,0.437,2,-15.779,1,0.032,0.105,0.974,0.141,0.918,129.856,4,bluegrass,7,0.4674910400990748,0.6027032842360581,0.6775,0.5193981081117109,0.1,0.7,0.6,0.1,0.0,0.1,0.7,0.4
31A3fFQivbhGo9aJQQCdtP,SCANDAL,BEST★SCANDAL,少女S,54,191506,0,0.588,0.881,11,-2.57,1,0.0304,0.00476,6.79e-06,0.0752,0.887,135.786,4,anime,5,0.4953089523952488,0.8610801400543786,0.884,0.6481296974832091,0.1,0.8,0.9,0.0,0.0,0.2,0.3,0.7
1iCHl2R7xoEsh7CvYe5Ej0,Julie Andrews,The Sound Of Music (Original Soundtrack Recording),My Favorite Things,57,140893,0,0.622,0.247,1,-12.472,1,0.0758,0.87,0.0,0.14,0.627,114.417,4,show-tunes,98,0.3950659561293227,0.6673904113608355,0.437,0.5614854558300527,0.2,0.8,0.3,0.0,0.0,0.3,0.1,0.2
29yVwAhJ5G9lVwiAYzPOi3,Projota,3Fs (Ao Vivo),Acabou - Ao Vivo,46,259226,0,0.658,0.881,0,-5.03,1,0.0459,0.188,0.0,0.822,0.875,84.966,4,brazil,9,0.2569099131217983,0.8129608982258474,0.878,0.5759569371158819,0.1,0.8,0.9,0.0,0.1,0.2,0.2,0.7
2tiDYPeHlyMeqANQGc9w0J,Lasso,Halloween 2022 Pop Vol. 1,Te Veo,0,205560,0,0.62,0.66,6,-3.361,1,0.0299,0.254,0.0,0.0605,0.567,81.052,4,latin,67,0.2385491527968025,0.8456076521330907,0.6134999999999999,0.5680522683099644,0.2,0.7,0.6,0.1,0.0,0.5,0.3,0.5
3KoIvxup4giBRqT2DCq34L,Toxic Holocaust,Primal Future: 2019,Aftermath,19,185596,0,0.242,0.989,2,-4.362,1,0.107,0.000225,2.6e-05,0.155,0.195,169.955,4,black-metal,6,0.655597358001989,0.8260274240557087,0.592,0.5745415940192325,0.05,0.0,0.95,0.2,0.8,0.0,0.3,0.7
4aqS25F3ywJ9TGnNkOqilC,Steve Miller Band,Halloween Hits,Abracadabra - Remastered 2017,2,307909,0,0.753,0.788,9,-7.271,0,0.0383,0.126,1.07e-06,0.141,0.964,127.521,4,folk,34,0.456537443941981,0.7691254425601001,0.876,0.6595542955006937,0.1,0.8,0.7,0.1,0.1,0.2,0.3,0.7
2KsD4oe5Dj7EPPwkVfiaL3,Clannad,Lore,Crói Cróga - Remastered in 2004,22,298960,0,0.567,0.424,9,-11.726,0,0.0289,0.779,8.34e-05,0.366,0.389,138.923,4,new-age,75,0.510024768731353,0.6819826692486748,0.4065,0.5863358126600092,0.6,0.2,0.5,0.4,0.3,0.3,0.7,0.1
6TBJkXHPhu3EsMk1bshwuI,LeeHi,4 ONLY,ONLY,77,240906,0,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,3,k-pop,65,0.4348929502936595,0.7656045224263052,0.2234999999999999,0.5788324909066549,0.7,0.2,0.3,0.1,0.0,0.3,0.6,0.1
5Vraw8oGzJtxWZW69w0PqF,Dúo Karma,Firmamento,La Luna,41,211500,0,0.92,0.513,7,-9.469,1,0.0521,0.652,1.3e-06,0.0477,0.903,102.018,4,latino,68,0.3369016568780139,0.7261310955929816,0.708,0.6610109174903319,0.2,0.9,0.7,0.0,0.0,0.6,0.3,0.8
6NgjdJrK7Bpyvsm8yDtx4H,Omah Lay,What Have We Done,Godly,55,175215,0,0.64,0.574,5,-8.951,0,0.091,0.138,0.00492,0.342,0.538,198.014,4,dancehall,21,0.7872234627436999,0.7362635213113471,0.556,0.721162328018349,0.1,0.4,0.7,0.3,0.2,0.2,0.3,0.6
